Ultra: L,43.21
Ultra: R,43.24
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.79
Ultra: L,43.31
Ultra: R,99.52
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.26
Ultra: L,43.29
Ultra: R,100.78
Ultra: L,43.31
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.19
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,43.16
Ultra: L,43.21
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,42.72
Ultra: L,43.21
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.24
Ultra: L,43.31
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.74
Ultra: L,43.29
Ultra: R,100.72
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.78
Ultra: L,43.29
Ultra: R,100.78
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.14
Ultra: L,43.29
Ultra: R,100.79
Ultra: L,43.29
Ultra: R,42.72
Ultra: L,43.19
Ultra: R,43.26
Ultra: L,43.29
Ultra: R,100.34
Ultra: L,43.31
Ultra: R,43.14
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,100.81
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.24
Ultra: L,43.31
Ultra: R,43.26
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,43.14
Ultra: L,43.21
Ultra: R,43.24
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,43.14
Ultra: L,43.19
Ultra: R,42.83
Ultra: L,43.31
Ultra: R,43.26
Ultra: L,43.28
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,43.26
Ultra: L,43.19
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,43.26
Ultra: L,43.29
Ultra: R,43.14
Ultra: L,43.21
Ultra: R,43.14
Ultra: L,43.19
Ultra: R,43.24
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,43.14
Ultra: L,43.19
Ultra: R,43.16
Ultra: L,43.21
Ultra: R,43.24
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,43.14
Ultra: L,43.29
Ultra: R,100.34
Ultra: L,43.31
Ultra: R,43.14
Ultra: L,43.19
Ultra: R,43.16
Ultra: L,43.29
Ultra: R,107.55
Ultra: L,43.29
Ultra: R,42.72
Ultra: L,43.19
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,107.57
Ultra: L,43.31
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,107.57
Ultra: L,43.29
Ultra: R,42.72
Ultra: L,43.21
Ultra: R,43.26
Ultra: L,43.31
Ultra: R,43.24
Ultra: L,43.29
Ultra: R,43.16
Ultra: L,43.21
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,42.74
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,43.26
Ultra: L,43.29
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.84
Ultra: L,43.31
Ultra: R,43.16
Ultra: L,43.19
Ultra: R,42.86
Ultra: L,43.31
Ultra: R,43.24
Ultra: L,43.21
Ultra: R,43.16
Ultra: L,43.21
Ultra: R,42.84
Ultra: L,43.29
Ultra: R,42.74
Ultra: L,43.21
Ultra: R,42.74
Ultra: L,43.21
