Ultra: L,11.00
Ultra: R,12.10
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,12.05
Ultra: L,11.12
Ultra: R,11.95
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.95
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.95
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,12.07
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.09
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.05
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,12.07
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.00
Ultra: R,11.97
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.12
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
Ultra: L,11.10
Ultra: R,12.07
Ultra: L,11.10
Ultra: R,11.97
Ultra: L,11.02
Ultra: R,11.97
