Ultra: L,31.17
Ultra: R,32.84
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,31.64
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.43
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.76
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.43
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,31.64
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.43
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.95
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.76
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.76
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.33
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.33
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.41
Ultra: R,31.66
Ultra: L,31.33
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.95
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.83
Ultra: R,31.66
Ultra: L,31.41
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.43
Ultra: R,33.09
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.09
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.66
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.33
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,31.76
Ultra: L,31.33
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,32.98
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.31
Ultra: R,32.97
Ultra: L,31.41
Ultra: R,33.07
